a	a |
nafoka	n a f o k a |
nafsi	n a f s i |
nafuatilia	n a f u a t i l i a |
nafundisha	n a f u n d i s h a |
nafunga	n a f u n g a |
nafungiwa	n a f u n g i w a |
nafurahi	n a f u r a h i |
nageuka	n a g e u k a |
nagonjwa	n a g o n j w a |
nahitaji	n a h i t a j i |
naiambia	n a i a m b i a |
naiba	n a i b a |
naifikiria	n a i f i k i r i a |
naikala	n a i k a l a |
naishi	n a i s h i |
naitembeza	n a i t e m b e z a |
naitwa	n a i t w a |
najali	n a j a l i |
najaribu	n a j a r i b u |
najiambia	n a j i a m b i a |
najifanya	n a j i f a n y a |
najilazimisha	n a j i l a z i m i s h a |
najinyola	n a j i n y o l a |
najisemesha	n a j i s e m e s h a |
najisikia	n a j i s i k i a |
najitahidi	n a j i t a h i d i |
najitaidi	n a j i t a i d i |
najitenga	n a j i t e n g a |
najitiaka	n a j i t i a k a |
najitoa	n a j i t o a |
najitokeza	n a j i t o k e z a |
najiuliza	n a j i u l i z a |
najua	n a j u a |
najuwa	n a j u w a |
nakamatwa	n a k a m a t w a |
nakatala	n a k a t a l a |
nakohola	n a k o h o l a |
naku	n a k u |
nakuacha	n a k u a c h a |
nakuahidia	n a k u a h i d i a |
nakubali	n a k u b a l i |
nakufa	n a k u f a |
nakuita	n a k u i t a |
nakujitolea	n a k u j i t o l e a |
nakula	n a k u l a |
nakuluma	n a k u l u m a |
nakumbuka	n a k u m b u k a |
nakuomba	n a k u o m b a |
nakuonya	n a k u o n y a |
nakusanya	n a k u s a n y a |
nakushauri	n a k u s h a u r i |
nakushukuru	n a k u s h u k u r u |
nakusihi	n a k u s i h i |
nakutafuta	n a k u t a f u t a |
nakuya	n a k u y a |
nalala	n a l a l a |
nalamuka	n a l a m u k a |
naleta	n a l e t a |
nalia	n a l i a |
nalinda	n a l i n d a |
nalipashwa	n a l i p a s h w a |
naliuwa	n a l i u w a |
nalota	n a l o t a |
naluma	n a l u m a |
nalungula	n a l u n g u l a |
namaliza	n a m a l i z a |
namba	n a m b a |
nami	n a m i |
namna	n a m n a |
nampenda	n a m p e n d a |
namudanganya	n a m u d a n g a n y a |
namuficha	n a m u f i c h a |
namuita	n a m u i t a |
namukazia	n a m u k a z i a |
namuongelesha	n a m u o n g e l e s h a |
namupenda	n a m u p e n d a |
namuripuko	n a m u r i p u k o |
namuungamia	n a m u u n g a m i a |
namwalika	n a m w a l i k a |
namwambia	n a m w a m b i a |
nanasi	n a n a s i |
nanawa	n a n a w a |
nancy	n a n c y |
nandikaka	n a n d i k a k a |
nane	n a n e |
nangoja	n a n g o j a |
nangojea	n a n g o j e a |
nanguruma	n a n g u r u m a |
nani	n a n i |
naniacha	n a n i a c h a |
nanipendekeza	n a n i p e n d e k e z a |
nanshan	n a n s h a n |
nanyi	n a n y i |
nao	n a o |
naogopa	n a o g o p a |
naomba	n a o m b a |
naomi	n a o m i |
naona	n a o n a |
naonekana	n a o n e k a n a |
naonesha	n a o n e s h a |
naongea	n a o n g e a |
naongozwa	n a o n g o z w a |
napanda	n a p a n d a |
napanga	n a p a n g a |
napangwa	n a p a n g w a |
napata	n a p a t a |
napataka	n a p a t a k a |
napatikana	n a p a t i k a n a |
napenda	n a p e n d a |
napendaka	n a p e n d a k a |
napendelea	n a p e n d e l e a |
napiga	n a p i g a |
napigana	n a p i g a n a |
napima	n a p i m a |
napita	n a p i t a |
napitikana	n a p i t i k a n a |
napitisha	n a p i t i s h a |
napokeaka	n a p o k e a k a |
napoleon	n a p o l e o n |
napoléon	n a p o l é o n |
napotea	n a p o t e a |
napumua	n a p u m u a |
nara	n a r a |
nasababishwa	n a s a b a b i s h w a |
nasafirishwa	n a s a f i r i s h w a |
nasafisha	n a s a f i s h a |
nasahabu	n a s a h a b u |
nasalimia	n a s a l i m i a |
nasambarana	n a s a m b a r a n a |
nasdaq100	n a s d a q 1 0 0 |
nasema	n a s e m a |
nash	n a s h |
nashakwa	n a s h a k w a |
nashinda	n a s h i n d a |
nashona	n a s h o n a |
nasikia	n a s i k i a |
nasikiliza	n a s i k i l i z a |
nasirikia	n a s i r i k i a |
nasiyobyenye	n a s i y o b y e n y e |
nasoma	n a s o m a |
natafuta	n a t a f u t a |
nataka	n a t a k a |
natakaka	n a t a k a k a |
natamuka	n a t a m u k a |
natangaza	n a t a n g a z a |
natania	n a t a n i a |
natapika	n a t a p i k a |
natarajia	n a t a r a j i a |
natayarisha	n a t a y a r i s h a |
natazama	n a t a z a m a |
natembea	n a t e m b e a |
natembelea	n a t e m b e l e a |
natembeza	n a t e m b e z a |
natengeneza	n a t e n g e n e z a |
nateseka	n a t e s e k a |
nathan	n a t h a n |
natia	n a t i a |
natii	n a t i i |
natoa	n a t o a |
natoboka	n a t o b o k a |
natoka	n a t o k a |
natokea	n a t o k e a |
natoshaka	n a t o s h a k a |
natowa	n a t o w a |
natulia	n a t u l i a |
natumahi	n a t u m a h i |
natumai	n a t u m a i |
natumaini	n a t u m a i n i |
natumika	n a t u m i k a |
natumikishwa	n a t u m i k i s h w a |
naturel	n a t u r e l |
nauzisha	n a u z i s h a |
navala	n a v a l a |
navalaka	n a v a l a k a |
navuma	n a v u m a |
navyo	n a v y o |
nawa	n a w a |
nawaomba	n a w a o m b a |
nawashukuru	n a w a s h u k u r u |
nawasiliana	n a w a s i l i a n a |
nawatakia	n a w a t a k i a |
nawaza	n a w a z a |
nawazaka	n a w a z a k a |
nawazia	n a w a z i a |
naweka	n a w e k a |
naweza	n a w e z a |
nawinda	n a w i n d a |
nayala	n a y a l a |
naye	n a y e |
nayo	n a y o |
nazani	n a z a n i |
nazidi	n a z i d i |
nazo	n a z o |
nazungumuza	n a z u n g u m u z a |
nba	n b a |
nchi	n c h i |
nchini	n c h i n i |
ndaivunja	n d a i v u n j a |
ndakukuta	n d a k u k u t a |
ndakuwa	n d a k u w a |
ndani	n d a n i |
ndapotea	n d a p o t e a |
ndawauliza	n d a w a u l i z a |
ndefu	n d e f u |
ndege	n d e g e |
ndevu	n d e v u |
ndimu	n d i m u |
ndio	n d i o |
ndioitabidi	n d i o i t a b i d i |
ndivyo	n d i v y o |
ndiye	n d i y e |
ndiyo	n d i y o |
ndizi	n d i z i |
ndo	n d o |
ndoa	n d o a |
ndogo	n d o g o |
ndoto	n d o t o |
ndugu	n d u g u |
ned	n e d |
neema	n e e m a |
neige	n e i g e |
neil	n e i l |
nelson	n e l s o n |
nendeni	n e n d e n i |
neno	n e n o |
nepal	n e p a l |
neptune	n e p t u n e |
nerveuse	n e r v e u s e |
nerveux	n e r v e u x |
netilat	n e t i l a t |
network	n e t w o r k |
neurones	n e u r o n e s |
new	n e w |
newman	n e w m a n |
news	n e w s |
newscomau	n e w s c o m a u |
ngambo	n g a m b o |
nganda	n g a n d a |
ngano	n g a n o |
ngao	n g a o |
ngapi	n g a p i |
ngazi	n g a z i |
ngé	n g é |
ngoja	n g o j a |
ngojea	n g o j e a |
ngojewa	n g o j e w a |
ngombe	n g o m b e |
ngome	n g o m e |
ngono	n g o n o |
ngozi	n g o z i |
ngufu	n g u f u |
ngumi	n g u m i |
ngumu	n g u m u |
nguo	n g u o |
nguruma	n g u r u m a |
nguruwe	n g u r u w e |
nguvu	n g u v u |
nguzo	n g u z o |
nhs	n h s |
ni	n i |
nia	n i a |
niaba	n i a b a |
niacha	n i a c h a |
niachane	n i a c h a n e |
niache	n i a c h e |
niahidi	n i a h i d i |
niahidia	n i a h i d i a |
niambia	n i a m b i a |
niambie	n i a m b i e |
niamini	n i a m i n i |
niandikia	n i a n d i k i a |
nianze	n i a n z e |
nichaguwe	n i c h a g u w e |
nicholas	n i c h o l a s |
nichunga	n i c h u n g a |
nichunge	n i c h u n g e |
nichunguze	n i c h u n g u z e |
nick	n i c k |
nico	n i c o |
nicolas	n i c o l a s |
nicole	n i c o l e |
nielekee	n i e l e k e e |
niende	n i e n d e |
niendelee	n i e n d e l e e |
nifanye	n i f a n y e |
nifasirie	n i f a s i r i e |
nifike	n i f i k e |
nifundisha	n i f u n d i s h a |
nifunga	n i f u n g a |
nifungue	n i f u n g u e |
nigeuke	n i g e u k e |
nightingale	n i g h t i n g a l e |
niheshimia	n i h e s h i m i a |
nihurumie	n i h u r u m i e |
niifikirie	n i i f i k i r i e |
niite	n i i t e |
niitie	n i i t i e |
niitoe	n i i t o e |
nijaribu	n i j a r i b u |
nijibie	n i j i b i e |
nijitambulishe	n i j i t a m b u l i s h e |
nijue	n i j u e |
nijulishe	n i j u l i s h e |
nikaenda	n i k a e n d a |
nikagundua	n i k a g u n d u a |
nikajigeuza	n i k a j i g e u z a |
nikajiuliza	n i k a j i u l i z a |
nikakupenda	n i k a k u p e n d a |
nikalazimika	n i k a l a z i m i k a |
nikalunguza	n i k a l u n g u z a |
nikamuita	n i k a m u i t a |
nikamushangaza	n i k a m u s h a n g a z a |
nikamusogelea	n i k a m u s o g e l e a |
nikaona	n i k a o n a |
nikapanua	n i k a p a n u a |
nikapiga	n i k a p i g a |
nikasahau	n i k a s a h a u |
nikasikia	n i k a s i k i a |
nikatambuka	n i k a t a m b u k a |
nikauza	n i k a u z a |
nikibebelea	n i k i b e b e l e a |
nikijaribu	n i k i j a r i b u |
nikikuokoa	n i k i k u o k o a |
nikikupatia	n i k i k u p a t i a |
nikiona	n i k i o n a |
nikipond	n i k i p o n d |
nikipoteza	n i k i p o t e z a |
nikipumua	n i k i p u m u a |
nikirudi	n i k i r u d i |
nikisikia	n i k i s i k i a |
nikitembea	n i k i t e m b e a |
nikitoka	n i k i t o k a |
nikitumia	n i k i t u m i a |
nikiunganisha	n i k i u n g a n i s h a |
nikivuta	n i k i v u t a |
nikiwa	n i k i w a |
nikiwaza	n i k i w a z a |
niko	n i k o |
nikualike	n i k u a l i k e |
nikuambie	n i k u a m b i e |
nikubali	n i k u b a l i |
nikufa	n i k u f a |
nikufasirie	n i k u f a s i r i e |
nikukumbatie	n i k u k u m b a t i e |
nikumbusha	n i k u m b u s h a |
nikupe	n i k u p e |
nikupeleke	n i k u p e l e k e |
nikusema	n i k u s e m a |
nikutia	n i k u t i a |
nikuulize	n i k u u l i z e |
nikuwachia	n i k u w a c h i a |
nikuwe	n i k u w e |
nikwambie	n i k w a m b i e |
nilale	n i l a l e |
nilazima	n i l a z i m a |
niletea	n i l e t e a |
niletee	n i l e t e e |
nili	n i l i |
niliacha	n i l i a c h a |
niliahidi	n i l i a h i d i |
niliahidia	n i l i a h i d i a |
niliambatanisha	n i l i a m b a t a n i s h a |
niliamua	n i l i a m u a |
niliamuka	n i l i a m u k a |
niliandika	n i l i a n d i k a |
niliangali	n i l i a n g a l i |
niliangalia	n i l i a n g a l i a |
nilianguka	n i l i a n g u k a |
niliangusha	n i l i a n g u s h a |
nilianza	n i l i a n z a |
nilibakia	n i l i b a k i a |
nilicheza	n i l i c h e z a |
nilicho	n i l i c h o |
nilichukuwa	n i l i c h u k u w a |
nilichuma	n i l i c h u m a |
nilidanganyika	n i l i d a n g a n y i k a |
nilielewa	n i l i e l e w a |
nilienda	n i l i e n d a |
nilifanya	n i l i f a n y a |
nilifanyaka	n i l i f a n y a k a |
nilifasiria	n i l i f a s i r i a |
nilificha	n i l i f i c h a |
nilifikia	n i l i f i k i a |
nilifikiria	n i l i f i k i r i a |
nilifuatwa	n i l i f u a t w a |
nilifukuza	n i l i f u k u z a |
nilifungua	n i l i f u n g u a |
nilifungula	n i l i f u n g u l a |
nilifunika	n i l i f u n i k a |
nilifurahi	n i l i f u r a h i |
niligeuka	n i l i g e u k a |
niligundua	n i l i g u n d u a |
niliikala	n i l i i k a l a |
niliingia	n i l i i n g i a |
niliipenda	n i l i i p e n d a |
niliita	n i l i i t a |
niliitia	n i l i i t i a |
niliitika	n i l i i t i k a |
niliitumikisha	n i l i i t u m i k i s h a |
nilijaribu	n i l i j a r i b u |
nilijenga	n i l i j e n g a |
nilijichoma	n i l i j i c h o m a |
nilijiingiza	n i l i j i i n g i z a |
nilijikoroga	n i l i j i k o r o g a |
nilijishusha	n i l i j i s h u s h a |
nilijisikia	n i l i j i s i k i a |
nilijitengenezea	n i l i j i t e n g e n e z e a |
nilijitolea	n i l i j i t o l e a |
nilijiumiza	n i l i j i u m i z a |
nilijua	n i l i j u a |
nilikamata	n i l i k a m a t a |
nilikarbia	n i l i k a r b i a |
nilikaribia	n i l i k a r i b i a |
nilikata	n i l i k a t a |
nilikimbia	n i l i k i m b i a |
nilikua	n i l i k u a |
nilikuachia	n i l i k u a c h i a |
nilikuambia	n i l i k u a m b i a |
nilikuasha	n i l i k u a s h a |
nilikudanganya	n i l i k u d a n g a n y a |
nilikuja	n i l i k u j a |
nilikujuaka	n i l i k u j u a k a |
nilikukamata	n i l i k u k a m a t a |
nilikukamatia	n i l i k u k a m a t i a |
nilikula	n i l i k u l a |
nilikulota	n i l i k u l o t a |
nilikunywa	n i l i k u n y w a |
nilikuona	n i l i k u o n a |
nilikuone	n i l i k u o n e |
nilikuonya	n i l i k u o n y a |
nilikutana	n i l i k u t a n a |
nilikutanana	n i l i k u t a n a n a |
nilikuuliza	n i l i k u u l i z a |
nilikuuzia	n i l i k u u z i a |
nilikuwa	n i l i k u w a |
nilikuwaka	n i l i k u w a k a |
nililala	n i l i l a l a |
nililalamika	n i l i l a l a m i k a |
nililazimika	n i l i l a z i m i k a |
nililazimishwa	n i l i l a z i m i s h w a |
nililea	n i l i l e a |
nilileta	n i l i l e t a |
nililipa	n i l i l i p a |
nililota	n i l i l o t a |
nilimaliza	n i l i m a l i z a |
nilimuandikia	n i l i m u a n d i k i a |
nilimubeba	n i l i m u b e b a |
nilimufanya	n i l i m u f a n y a |
nilimujua	n i l i m u j u a |
nilimukamata	n i l i m u k a m a t a |
nilimukumbusha	n i l i m u k u m b u s h a |
nilimuna	n i l i m u n a |
nilimuona	n i l i m u o n a |
nilimupa	n i l i m u p a |
nilimupatiaka	n i l i m u p a t i a k a |
nilimupenda	n i l i m u p e n d a |
nilimusikia	n i l i m u s i k i a |
nilimuuliza	n i l i m u u l i z a |
nilimwambia	n i l i m w a m b i a |
nilingoja	n i l i n g o j a |
nilinunua	n i l i n u n u a |
niliomba	n i l i o m b a |
niliona	n i l i o n a |
niliongeza	n i l i o n g e z a |
nilipashwa	n i l i p a s h w a |
nilipata	n i l i p a t a |
nilipatia	n i l i p a t i a |
nilipe	n i l i p e |
nilipenda	n i l i p e n d a |
nilipendezwa	n i l i p e n d e z w a |
nilipita	n i l i p i t a |
nilipitia	n i l i p i t i a |
nilipitisha	n i l i p i t i s h a |
nilipo	n i l i p o |
nilipofika	n i l i p o f i k a |
nilipokea	n i l i p o k e a |
nilipokuwa	n i l i p o k u w a |
niliposikia	n i l i p o s i k i a |
nilipoteza	n i l i p o t e z a |
nilirudia	n i l i r u d i a |
nilirudisha	n i l i r u d i s h a |
niliruka	n i l i r u k a |
nilisahabu	n i l i s a h a b u |
nilisahau	n i l i s a h a u |
nilisaliti	n i l i s a l i t i |
nilisha	n i l i s h a |
nilishaka	n i l i s h a k a |
nilishakawayi	n i l i s h a k a w a y i |
nilishangala	n i l i s h a n g a l a |
nilishawahi	n i l i s h a w a h i |
nilishindwa	n i l i s h i n d w a |
nilishurulikia	n i l i s h u r u l i k i a |
nilisikia	n i l i s i k i a |
nilisoma	n i l i s o m a |
nilisuburi	n i l i s u b u r i |
nilitafuta	n i l i t a f u t a |
nilitaka	n i l i t a k a |
nilitamani	n i l i t a m a n i |
nilitereza	n i l i t e r e z a |
nilitetemeka	n i l i t e t e m e k a |
nilitia	n i l i t i a |
nilitimiza	n i l i t i m i z a |
nilitoka	n i l i t o k a |
nilitosha	n i l i t o s h a |
nilituma	n i l i t u m a |
nilitumika	n i l i t u m i k a |
nilitumikisha	n i l i t u m i k i s h a |
niliuliza	n i l i u l i z a |
niliuza	n i l i u z a |
niliuzishaka	n i l i u z i s h a k a |
nilivunja	n i l i v u n j a |
nilivuta	n i l i v u t a |
niliwaza	n i l i w a z a |
niliweka	n i l i w e k a |
niliweza	n i l i w e z a |
niliyo	n i l i y o |
nilizani	n i l i z a n i |
nilkuwa	n i l k u w a |
nimechelewa	n i m e c h e l e w a |
nimechoka	n i m e c h o k a |
nimeelewa	n i m e e l e w a |
nimefanya	n i m e f a n y a |
nimelindwa	n i m e l i n d w a |
nimesikia	n i m e s i k i a |
nimetoka	n i m e t o k a |
nimewahi	n i m e w a h i |
nimulete	n i m u l e t e |
nina	n i n a |
ninacho	n i n a c h o |
ninakosa	n i n a k o s a |
ninaomba	n i n a o m b a |
ninapofikiria	n i n a p o f i k i r i a |
ninaposikia	n i n a p o s i k i a |
ninasikiliza	n i n a s i k i l i z a |
ninataka	n i n a t a k a |
ninavyo	n i n a v y o |
ninaweza	n i n a w e z a |
ninaye	n i n a y e |
ninazo	n i n a z o |
ningali	n i n g a l i |
ninge	n i n g e |
ningechapa	n i n g e c h a p a |
ningefurahi	n i n g e f u r a h i |
ningekamulia	n i n g e k a m u l i a |
ningekuambia	n i n g e k u a m b i a |
ningekuitaka	n i n g e k u i t a k a |
ningekupatia	n i n g e k u p a t i a |
ningekuuwa	n i n g e k u u w a |
ningekuwa	n i n g e k u w a |
ningekwambia	n i n g e k w a m b i a |
ningelazimika	n i n g e l a z i m i k a |
ningemangula	n i n g e m a n g u l a |
ningeongea	n i n g e o n g e a |
ningepashwa	n i n g e p a s h w a |
ningependa	n i n g e p e n d a |
ningependelea	n i n g e p e n d e l e a |
ningesababisha	n i n g e s a b a b i s h a |
ningesema	n i n g e s e m a |
ningeshimamia	n i n g e s h i m a m i a |
ningetaka	n i n g e t a k a |
ningewambia	n i n g e w a m b i a |
ningeweza	n i n g e w e z a |
ningezama	n i n g e z a m a |
ningoje	n i n g o j e |
nini	n i n i |
ninja	n i n j a |
niona	n i o n a |
nionekane	n i o n e k a n e |
nionesha	n i o n e s h a |
nioneshe	n i o n e s h e |
niongee	n i o n g e e |
niosh	n i o s h |
nipate	n i p a t e |
nipite	n i p i t e |
nipokeza	n i p o k e z a |
nipoteza	n i p o t e z a |
nirudie	n i r u d i e |
niruhusu	n i r u h u s u |
nisamehe	n i s a m e h e |
niseme	n i s e m e |
nishauri	n i s h a u r i |
nishurulikie	n i s h u r u l i k i e |
nisiharibu	n i s i h a r i b u |
nisijuwe	n i s i j u w e |
nisikia	n i s i k i a |
nisikie	n i s i k i e |
nisikilize	n i s i k i l i z e |
nisikose	n i s i k o s e |
nisipo	n i s i p o |
nisome	n i s o m e |
nitaakuwa	n i t a a k u w a |
nitaangalia	n i t a a n g a l i a |
nitabadilisha	n i t a b a d i l i s h a |
nitachunga	n i t a c h u n g a |
nitaenda	n i t a e n d a |
nitafanya	n i t a f a n y a |
nitafika	n i t a f i k a |
nitafurahi	n i t a f u r a h i |
nitafurahia	n i t a f u r a h i a |
nitafutia	n i t a f u t i a |
nitahamia	n i t a h a m i a |
nitahitaji	n i t a h i t a j i |
nitaifanya	n i t a i f a n y a |
nitaingia	n i t a i n g i a |
nitaipata	n i t a i p a t a |
nitaipenda	n i t a i p e n d a |
nitaita	n i t a i t a |
nitajaribu	n i t a j a r i b u |
nitajifanya	n i t a j i f a n y a |
nitajikaza	n i t a j i k a z a |
nitajiunga	n i t a j i u n g a |
nitaka	n i t a k a |
nitakamata	n i t a k a m a t a |
nitakata	n i t a k a t a |
nitakosowa	n i t a k o s o w a |
nitakuacha	n i t a k u a c h a |
nitakuambia	n i t a k u a m b i a |
nitakufa	n i t a k u f a |
nitakuita	n i t a k u i t a |
nitakukuta	n i t a k u k u t a |
nitakungoja	n i t a k u n g o j a |
nitakupatia	n i t a k u p a t i a |
nitakurudishia	n i t a k u r u d i s h i a |
nitakushukuru	n i t a k u s h u k u r u |
nitakutafutia	n i t a k u t a f u t i a |
nitakutanana	n i t a k u t a n a n a |
nitakutumia	n i t a k u t u m i a |
nitakuuwa	n i t a k u u w a |
nitakuwa	n i t a k u w a |
nitakuya	n i t a k u y a |
nitakwambia	n i t a k w a m b i a |
nitalala	n i t a l a l a |
nitalazimika	n i t a l a z i m i k a |
nitaleta	n i t a l e t a |
nitalinda	n i t a l i n d a |
nitamaliza	n i t a m a l i z a |
nitamufikishia	n i t a m u f i k i s h i a |
nitamunyonga	n i t a m u n y o n g a |
nitamuona	n i t a m u o n a |
nitamutafuta	n i t a m u t a f u t a |
nitamuuliza	n i t a m u u l i z a |
nitamuuwa	n i t a m u u w a |
nitamwambia	n i t a m w a m b i a |
nitangojea	n i t a n g o j e a |
nitaonana	n i t a o n a n a |
nitaongea	n i t a o n g e a |
nitapata	n i t a p a t a |
nitapikisha	n i t a p i k i s h a |
nitarudi	n i t a r u d i |
nitarudia	n i t a r u d i a |
nitasahau	n i t a s a h a u |
nitashurulika	n i t a s h u r u l i k a |
nitastaafu	n i t a s t a a f u |
nitasukula	n i t a s u k u l a |
nitatenge²neza	n i t a t e n g e ² n e z a |
nitaunga	n i t a u n g a |
nitauzia	n i t a u z i a |
nitawaonesha	n i t a w a o n e s h a |
nitaweka	n i t a w e k a |
nitaweza	n i t a w e z a |
nitii	n i t i i |
nitoke	n i t o k e |
nitumia	n i t u m i a |
nitumie	n i t u m i e |
niulize	n i u l i z e |
niunganishe	n i u n g a n i s h e |
niuulize	n i u u l i z e |
niuwe	n i u w e |
nivunje	n i v u n j e |
niwaone	n i w a o n e |
niwashukuru	n i w a s h u k u r u |
niwe	n i w e |
niweze	n i w e z e |
niya	n i y a |
nizani	n i z a n i |
njaa	n j a a |
njala	n j a l a |
nje	n j e |
njema	n j e m a |
njia	n j i a |
njiani	n j i a n i |
njiawanataka	n j i a w a n a t a k a |
njisia	n j i s i a |
njiwa	n j i w a |
njo	n j o |
njoo	n j o o |
nko	n k o |
no	n o |
noah	n o a h |
nobel	n o b e l |
noel	n o e l |
noguchi	n o g u c h i |
noisette	n o i s e t t e |
noix	n o i x |
nora	n o r a |
norman	n o r m a n |
norouz	n o r o u z |
norovirus	n o r o v i r u s |
norris	n o r r i s |
norwalk	n o r w a l k |
notaire	n o t a i r e |
nouvelle	n o u v e l l e |
nouvellezelande	n o u v e l l e z e l a n d e |
nouvellezélande	n o u v e l l e z é l a n d e |
novemba	n o v e m b a |
novi	n o v i |
now	n o w |
nt	n t |
nucléaire	n u c l é a i r e |
nucleiques	n u c l e i q u e s |
nucleocapside	n u c l e o c a p s i d e |
nuhu	n u h u |
nukta	n u k t a |
nukuu	n u k u u |
numero	n u m e r o |
numéro	n u m é r o |
numeros	n u m e r o s |
nusu	n u s u |
nvua	n v u a |
nyakati	n y a k a t i |
nyama	n y a m a |
nyamanza	n y a m a n z a |
nyanganya	n y a n g a n y a |
nyangula	n y a n g u l a |
nyara	n y a r a |
nyasi	n y a s i |
nyekundu	n y e k u n d u |
nyele	n y e l e |
nyembamba	n y e m b a m b a |
nyepesi	n y e p e s i |
nyesha	n y e s h a |
nyeupe	n y e u p e |
nyie	n y i e |
nyimbo	n y i m b o |
nyingi	n y i n g i |
nyingine	n y i n g i n e |
nyinyi	n y i n y i |
nyiye	n y i y e |
nyoka	n y o k a |
nyororo	n y o r o r o |
nyota	n y o t a |
nyuma	n y u m a |
nyumba	n y u m b a |
nyumbani	n y u m b a n i |
nywele	n y w e l e |
nzima	n z i m a |
nzito	n z i t o |
nzuri	n z u r i |
o	o |
obama	o b a m a |
ocado	o c a d o |
occasion	o c c a s i o n |
occupational	o c c u p a t i o n a l |
oda	o d a |
